"att1";"date";"quarter";"department";"day";"team";"targeted_productivity";"smv";"wip";"over_time";"hsu";"incentive";"idle_time";"idle_men";"no_of_style_change";"no_of_workers";"work_cond_f1";"work_cond_f2";"work_cond_f3";"work_cond_f4";"work_cond_f5";"actual_productivity"
258;1/5/15 12:00 AM;"Quarter1";"finishing ";"Monday";7;0.8;3.94;1186.417033773862;960.0;1.96;0.0;0.0;0.0;0.0;8.0;0.22594731550246072;57.56077946785644;863.7385696151839;57.7867267833589;863.9645169306864;0.676666667
259;2/8/15 12:00 AM;"Quarter2";"sweing";"Sunday";13;0.8;15.26;1026.0;2880.0;3.41;63.0;0.0;0.0;0.0;34.0;0.23107113592734796;61.65744225208754;895.6129923841561;61.88851338801489;895.8440635200834;0.999999
260;3/3/15 12:00 AM;"Quarter1";"sweing";"Tuesday";9;0.75;18.79;1096.0;6240.0;3.74;34.0;0.0;0.0;0.0;52.0;0.9425310831611061;64.2051792041979;912.9982434700604;65.147710287359;913.9407745532216;0.750395513
261;1/13/15 12:00 AM;"Quarter2";"sweing";"Tuesday";14;0.8;28.08;723.0;10530.0;4.83;50.0;0.0;0.0;0.0;58.5;0.7873003327184352;34.3577430930991;849.8403734146423;35.14504342581754;850.6276737473607;0.2
262;2/9/15 12:00 AM;"Quarter2";"sweing";"Monday";8;0.35;30.1;901.0;6960.0;6.93;0.0;0.0;0.0;1.0;58.0;0.8698691594488362;50.148091552102656;848.6194309914977;51.017960711551495;849.4893001509465;0.350301724
263;1/22/15 12:00 AM;"Quarter4";"finishing ";"Thursday";6;0.8;2.9;1186.417033773862;4800.0;7.35;0.0;0.0;0.0;0.0;8.0;0.8444129905393118;48.7879111403668;853.2097902337002;49.63232413090611;854.0542032242396;0.626822917
264;2/8/15 12:00 AM;"Quarter2";"finishing";"Sunday";14;0.8;3.94;1186.417033773862;2160.0;5.88;0.0;0.0;0.0;0.0;18.0;0.6387014379580312;29.627582460704925;858.2491873406191;30.266283898662955;858.8878887785771;0.21888888899999998
265;1/24/15 12:00 AM;"Quarter4";"finishing ";"Saturday";10;0.75;3.94;1186.417033773862;1800.0;8.32;0.0;0.0;0.0;0.0;10.0;0.821605397834775;34.41958188286948;846.5160948803493;35.24118728070425;847.3377002781841;0.937242424
266;2/3/15 12:00 AM;"Quarter1";"sweing";"Tuesday";8;0.7;24.26;1363.0;6660.0;6.63;0.0;0.0;0.0;0.0;55.5;0.06134006268949632;29.53717987801292;844.7943724479052;29.598519940702417;844.8557125105947;0.586465465
267;1/4/15 12:00 AM;"Quarter1";"sweing";"Sunday";1;0.8;26.16;1033.0;7080.0;8.43;63.0;0.0;0.0;0.0;59.0;0.5328620768821787;41.135239894121405;861.8147534889273;41.66810197100359;862.3476155658095;0.8003186440000001
268;2/12/15 12:00 AM;"Quarter2";"finishing";"Thursday";5;0.7;4.15;1186.417033773862;240.0;2.12;0.0;0.0;0.0;0.0;2.0;0.7211694808127899;53.53453695706671;892.3048539166234;54.2557064378795;893.0260233974362;0.58
269;1/11/15 12:00 AM;"Quarter2";"finishing ";"Sunday";6;0.8;2.9;1186.417033773862;1440.0;10.6;0.0;0.0;0.0;0.0;8.0;0.9704349990963437;5.672828636511667;842.1298773158446;6.643263635608011;843.100312314941;0.597348485
270;2/22/15 12:00 AM;"Quarter4";"sweing";"Sunday";8;0.7;29.4;1146.0;6840.0;3.09;40.0;0.0;0.0;2.0;57.0;0.7058190788768361;46.60205273172982;921.986612897997;47.307871810606656;922.6924319768739;0.700614035
271;2/5/15 12:00 AM;"Quarter1";"sweing";"Thursday";10;0.8;22.52;1039.0;6720.0;9.39;113.0;0.0;0.0;0.0;56.0;0.6410719869899122;42.31640003092324;914.8215838772439;42.957472017913155;915.4626558642339;0.999995238
272;2/16/15 12:00 AM;"Quarter3";"sweing";"Monday";6;0.75;18.79;895.0;3960.0;0.64;0.0;0.0;0.0;0.0;33.0;0.07857430994086234;69.95999992683234;863.568180116618;70.0385742367732;863.6467544265589;0.75065101
273;2/14/15 12:00 AM;"Quarter2";"finishing";"Saturday";1;0.8;3.94;1186.417033773862;1440.0;4.39;0.0;0.0;0.0;0.0;12.0;0.47520880631224016;41.89553764641319;931.4732640935329;42.37074645272543;931.9484728998451;0.7962083329999999
274;1/8/15 12:00 AM;"Quarter2";"finishing ";"Thursday";10;0.75;3.94;1186.417033773862;1440.0;5.04;0.0;0.0;0.0;0.0;8.0;0.24871309939639807;51.24702579585267;809.7435828790276;51.49573889524907;809.992295978424;0.779791667
275;1/25/15 12:00 AM;"Quarter4";"finishing ";"Sunday";2;0.75;3.94;1186.417033773862;1440.0;6.04;0.0;0.0;0.0;0.0;8.0;0.6509143650390788;46.346678034161286;873.8729675350907;46.997592399200364;874.5238819001297;0.970075758
276;1/1/15 12:00 AM;"Quarter1";"finishing";"Thursday";11;0.7;4.15;1186.417033773862;1440.0;2.11;0.0;0.0;0.0;0.0;12.0;0.4155516149261781;37.612800297306435;818.2785545616323;38.028351912232615;818.6941061765584;0.436326389
277;2/9/15 12:00 AM;"Quarter2";"sweing";"Monday";4;0.7;30.1;767.0;3300.0;4.07;50.0;0.0;0.0;1.0;57.0;0.02368761439466094;53.27438156884798;930.5356147462171;53.29806918324264;930.5593023606118;0.7900032359999999
278;1/6/15 12:00 AM;"Quarter1";"sweing";"Tuesday";7;0.8;25.9;1035.0;10170.0;7.46;38.0;0.0;0.0;0.0;56.5;0.7672677896350156;51.82266524182844;888.5872026860898;52.58993303146345;889.3544704757248;0.800128721
279;2/5/15 12:00 AM;"Quarter1";"sweing";"Thursday";7;0.07;24.26;1608.0;6960.0;5.63;0.0;0.0;0.0;0.0;58.0;0.15002803040819013;22.046745858132418;869.0417368526257;22.19677388854061;869.1917648830339;0.522844828
280;3/4/15 12:00 AM;"Quarter1";"finishing";"Wednesday";1;0.7;3.94;1186.417033773862;960.0;4.82;0.0;0.0;0.0;0.0;8.0;0.1224452606364893;51.52972993480422;934.6788724159794;51.65217519544071;934.8013176766159;0.8068791670000001
281;1/20/15 12:00 AM;"Quarter3";"finishing ";"Tuesday";8;0.8;2.9;1186.417033773862;1440.0;9.15;0.0;0.0;0.0;0.0;8.0;0.5048242113265289;67.08502305143404;891.0209636629043;67.58984726276057;891.5257878742308;0.639867424
282;1/6/15 12:00 AM;"Quarter1";"sweing";"Tuesday";14;0.8;28.08;716.0;10350.0;4.62;50.0;0.0;0.0;0.0;57.5;0.890069826424618;36.46514468290262;887.4113724022851;37.35521450932723;888.3014422287097;0.2001486165
283;3/8/15 12:00 AM;"Quarter2";"finishing";"Sunday";2;0.7;3.9;1186.417033773862;1200.0;0.0;0.0;0.0;0.0;0.0;10.0;0.12235839104045987;59.736894549116855;960.6490037189247;59.85925294015731;960.7713621099653;0.884
284;2/24/15 12:00 AM;"Quarter4";"finishing";"Tuesday";10;0.7;2.9;1186.417033773862;1800.0;2.99;0.0;0.0;0.0;0.0;15.0;0.5414346644180836;48.66266739277409;952.2376651747041;49.20410205719217;952.7790998391222;0.902222222
285;2/5/15 12:00 AM;"Quarter1";"sweing";"Thursday";14;0.8;22.52;1485.0;6900.0;4.84;113.0;0.0;0.0;0.0;57.5;0.39396113652967746;58.51492052834934;913.7402611592696;58.90888166487902;914.1342222957993;0.25000463775
286;1/6/15 12:00 AM;"Quarter1";"sweing";"Tuesday";5;0.65;21.98;808.0;10440.0;0.55;35.0;0.0;0.0;0.0;58.0;0.1550289820934917;60.52828369934377;880.8577986398495;60.68331268143726;881.0128276219431;0.649983281
287;2/24/15 12:00 AM;"Quarter4";"sweing";"Tuesday";12;0.8;15.26;1062.0;4080.0;5.74;50.0;0.0;0.0;0.0;34.0;0.8036640712150579;78.04145617757405;881.3373888200806;78.8451202487891;882.1410528912957;0.8004019609999999
288;2/28/15 12:00 AM;"Quarter4";"finishing";"Saturday";10;0.7;2.9;1186.417033773862;3360.0;7.66;0.0;0.0;0.0;0.0;8.0;0.5093897273018709;43.7358061331229;825.365623636779;44.24519586042477;825.8750133640808;0.41083333299999997
289;1/18/15 12:00 AM;"Quarter3";"sweing";"Sunday";7;0.8;48.84;624.0;10170.0;4.81;50.0;0.0;0.0;0.0;56.5;0.4471370188402928;46.831286184036585;841.1116705361125;47.27842320287688;841.5588075549528;0.800128721
290;1/19/15 12:00 AM;"Quarter3";"sweing";"Monday";8;0.8;25.9;1380.0;3630.0;6.52;50.0;0.0;0.0;0.0;56.5;0.44698117530124337;37.15283831623927;864.9742747227214;37.599819491540515;865.4212558980227;0.800162602
291;2/2/15 12:00 AM;"Quarter1";"finishing ";"Monday";13;0.75;4.08;1186.417033773862;1080.0;2.8;0.0;0.0;0.0;0.0;9.0;0.30327935805327877;67.53765209101802;937.9005827906082;67.84093144907129;938.2038621486614;0.999999
292;2/26/15 12:00 AM;"Quarter4";"sweing";"Thursday";2;0.7;30.33;398.0;6960.0;4.34;0.0;0.0;0.0;1.0;58.0;0.3920492641409399;41.15317648193562;848.1708904377575;41.545225746076554;848.5629397018985;0.66237931
293;1/17/15 12:00 AM;"Quarter3";"sweing";"Saturday";14;0.8;48.68;171.0;10620.0;7.06;63.0;0.0;0.0;0.0;59.0;0.8571073110629989;35.49263777391374;875.3004629854595;36.34974508497674;876.1575702965225;0.20002927574999999
294;1/10/15 12:00 AM;"Quarter2";"finishing ";"Saturday";14;0.8;3.94;1186.417033773862;2160.0;3.0;0.0;0.0;0.0;0.0;8.0;0.5547977175557173;42.93821987403507;905.222528051945;43.493017591590785;905.7773257695007;0.24625
295;3/4/15 12:00 AM;"Quarter1";"finishing";"Wednesday";3;0.8;4.6;1186.417033773862;1200.0;4.79;0.0;0.0;0.0;0.0;10.0;0.40437386937555886;34.46937061843525;868.8396248559976;34.87374448781081;869.2439987253732;0.9391666670000001
296;1/22/15 12:00 AM;"Quarter4";"sweing";"Thursday";11;0.7;14.89;1863.0;10260.0;4.75;50.0;0.0;0.0;0.0;57.0;0.6199075908803967;36.0983876327151;893.8800541529602;36.7182952235955;894.4999617438406;0.700170388
297;1/22/15 12:00 AM;"Quarter4";"sweing";"Thursday";8;0.8;40.99;980.0;10770.0;6.06;30.0;0.0;0.0;0.0;56.5;0.005854686816503363;43.41036487454973;891.0386964465768;43.41621956136623;891.0445511333933;0.555500132
298;1/31/15 12:00 AM;"Quarter5";"finishing ";"Saturday";4;0.8;3.94;1186.417033773862;1200.0;4.5;0.0;0.0;0.0;0.0;10.0;0.906545029838459;49.72487367866961;942.3577015298303;50.63141870850807;943.2642465596687;0.971866667
299;2/7/15 12:00 AM;"Quarter1";"finishing";"Saturday";4;0.8;4.3;1186.417033773862;960.0;1.57;0.0;0.0;0.0;0.0;8.0;0.19594510161770096;54.562743458329784;872.0714434703234;54.75868855994749;872.2673885719411;0.44791666700000005
300;1/3/15 12:00 AM;"Quarter1";"sweing";"Saturday";5;0.8;11.61;659.0;7080.0;0.27;50.0;0.0;0.0;0.0;31.5;0.33839163165147934;54.904246333478916;895.508908477786;55.2426379651304;895.8473001094375;0.800148649
301;3/10/15 12:00 AM;"Quarter2";"sweing";"Tuesday";12;0.8;15.26;1069.0;4080.0;3.66;63.0;0.0;0.0;0.0;34.0;0.5983186910285282;56.99523363406904;957.2248019464022;57.59355232509757;957.8231206374307;0.8004019609999999
302;1/19/15 12:00 AM;"Quarter3";"sweing";"Monday";13;0.35;15.26;1111.0;6120.0;6.32;23.0;0.0;0.0;0.0;34.0;0.136478338110135;20.122262814612647;871.8492862108238;20.25874115272278;871.985764548934;0.999999
303;1/29/15 12:00 AM;"Quarter5";"sweing";"Thursday";5;0.65;20.79;1015.0;7080.0;2.41;81.0;0.0;0.0;0.0;59.0;0.12221942628075677;33.283823670905235;897.6505388983531;33.40604309718599;897.7727583246339;0.800473729
304;1/11/15 12:00 AM;"Quarter2";"sweing";"Sunday";3;0.8;19.87;1043.0;6420.0;5.55;0.0;0.0;0.0;0.0;55.0;0.35141847392755554;37.73626243793054;839.4203678023364;38.087680911858094;839.7717862762639;0.690182815
305;2/24/15 12:00 AM;"Quarter4";"sweing";"Tuesday";1;0.6;22.53;708.0;5040.0;5.24;0.0;0.0;0.0;1.0;42.0;0.4740517563998802;32.53561517375421;839.6795099905316;33.00966693015409;840.1535617469315;0.268214286
306;2/26/15 12:00 AM;"Quarter4";"finishing";"Thursday";5;0.8;4.6;1186.417033773862;7560.0;5.6;0.0;0.0;0.0;0.0;18.0;0.3854639795498084;35.68137984783593;915.1149975260531;36.06684382738574;915.500461505603;0.921604938
307;1/3/15 12:00 AM;"Quarter1";"sweing";"Saturday";2;0.75;19.87;944.0;6600.0;0.99;45.0;0.0;0.0;0.0;55.0;0.2930897723889022;52.63997511014935;875.816110915219;52.933064882538254;876.109200687608;0.75024303
308;2/17/15 12:00 AM;"Quarter3";"sweing";"Tuesday";14;0.8;22.52;1445.0;6840.0;6.91;113.0;0.0;0.0;0.0;57.0;0.6636137324628641;72.99926288975664;938.6207461685947;73.6628766222195;939.2843599010575;0.25005760225
309;3/10/15 12:00 AM;"Quarter2";"finishing";"Tuesday";9;0.75;2.9;1186.417033773862;1800.0;6.15;0.0;0.0;0.0;0.0;15.0;0.49384229775841815;55.225592186723325;844.5730591583967;55.719434484481745;845.0669014561552;0.821666667
310;2/8/15 12:00 AM;"Quarter2";"sweing";"Sunday";14;0.8;22.52;1615.0;6780.0;8.16;88.0;0.0;0.0;0.0;56.5;0.8433749548526207;57.967905603003494;941.2935808926745;58.811280557856115;942.1369558475271;0.22503392325
311;1/10/15 12:00 AM;"Quarter2";"sweing";"Saturday";9;0.8;26.16;1122.0;10620.0;6.33;75.0;0.0;0.0;0.0;59.0;0.6434861006014667;36.97989750248837;905.0077363140786;37.623383603089835;905.65122241468;0.8511741140000001
312;2/26/15 12:00 AM;"Quarter4";"finishing";"Thursday";9;0.75;2.9;1186.417033773862;960.0;2.73;0.0;0.0;0.0;0.0;8.0;0.875613292474944;37.97515682639877;843.348598393713;38.85077011887372;844.2242116861879;0.4078125
313;2/1/15 12:00 AM;"Quarter1";"sweing";"Sunday";9;0.75;29.12;1282.0;6960.0;8.25;45.0;0.0;0.0;0.0;58.0;0.08739094214912069;65.4168141213447;851.006448206997;65.50420506349383;851.0938391491461;0.7505931029999999
314;1/4/15 12:00 AM;"Quarter1";"finishing ";"Sunday";4;0.8;3.94;1186.417033773862;6600.0;0.16;0.0;0.0;0.0;0.0;20.0;0.5655356236324364;41.25509761248621;902.4644798097584;41.820633236118645;903.0300154333908;0.8616790120000001
315;3/3/15 12:00 AM;"Quarter1";"sweing";"Tuesday";5;0.7;27.48;573.0;6840.0;1.27;30.0;0.0;0.0;0.0;57.0;0.8333559939908021;35.580643847926495;827.1303549329007;36.413999841917295;827.9637109268915;0.7006596490000001
316;3/3/15 12:00 AM;"Quarter1";"sweing";"Tuesday";8;0.75;29.4;534.0;6840.0;2.46;56.0;0.0;0.0;0.0;57.0;0.18557741984062026;62.94380175465203;880.8517336239869;63.12937917449265;881.0373110438275;0.750473684
317;2/28/15 12:00 AM;"Quarter4";"finishing";"Saturday";13;0.8;4.6;1186.417033773862;3780.0;7.05;0.0;0.0;0.0;0.0;9.0;0.2814213567629106;41.22707077728883;885.5214368554131;41.50849213405174;885.802858212176;0.999999
318;2/17/15 12:00 AM;"Quarter3";"sweing";"Tuesday";6;0.75;18.79;726.0;3360.0;5.46;0.0;0.0;0.0;0.0;33.0;0.980280413846978;56.1408787539924;848.6869101440062;57.12115916783938;849.6671905578532;0.7506213540000001
319;1/29/15 12:00 AM;"Quarter5";"sweing";"Thursday";9;0.7;29.12;1170.0;6960.0;6.94;53.0;0.0;0.0;0.0;58.0;0.8647027672324117;82.43904138395442;844.5739412931392;83.30374415118683;845.4386440603716;0.850170115
320;3/3/15 12:00 AM;"Quarter1";"sweing";"Tuesday";12;0.8;15.26;983.0;4080.0;3.1;50.0;0.0;0.0;0.0;34.0;0.7454361480742404;53.93587158384896;895.6323684330695;54.6813077319232;896.3778045811437;0.8004019609999999
321;1/8/15 12:00 AM;"Quarter2";"finishing ";"Thursday";9;0.8;3.94;1186.417033773862;1440.0;3.33;0.0;0.0;0.0;0.0;8.0;0.4203744874874161;60.62533271687812;885.8129019269793;61.045707204365534;886.2332764144667;0.891723485
322;2/10/15 12:00 AM;"Quarter2";"finishing";"Tuesday";1;0.8;3.94;1186.417033773862;1440.0;5.62;0.0;0.0;0.0;0.0;12.0;0.04664449658305858;67.22891295720675;939.292404519299;67.2755574537898;939.3390490158821;0.853666667
323;1/8/15 12:00 AM;"Quarter2";"sweing";"Thursday";2;0.8;28.08;783.0;10050.0;3.52;63.0;0.0;0.0;0.0;58.5;0.0179094973304319;56.9409034886549;872.1841174405979;56.958812985985325;872.2020269379283;0.8004972459999999
324;1/8/15 12:00 AM;"Quarter2";"sweing";"Thursday";6;0.8;11.41;411.0;14640.0;6.92;50.0;0.0;0.0;0.0;30.5;0.9920167283731489;58.17873886984255;918.4561050330558;59.1707555982157;919.448121761429;0.800024932
325;1/31/15 12:00 AM;"Quarter5";"finishing ";"Saturday";14;0.8;3.94;1186.417033773862;1200.0;3.65;0.0;0.0;0.0;0.0;10.0;0.7248370595931836;70.69016868566516;896.6488113035673;71.41500574525834;897.3736483631604;0.24296666675
326;1/3/15 12:00 AM;"Quarter1";"sweing";"Saturday";1;0.8;28.08;772.0;6300.0;2.38;50.0;0.0;0.0;0.0;56.5;0.6809890884515064;47.57493525909692;919.9798715489878;48.25592434754842;920.6608606374393;0.800725314
327;1/21/15 12:00 AM;"Quarter3";"sweing";"Wednesday";1;0.65;22.94;1595.0;10260.0;0.0;34.0;0.0;0.0;0.0;57.0;0.9008132407017492;37.970576009086145;877.7662029871301;38.871389249787896;878.6670162278318;0.700029771
328;1/26/15 12:00 AM;"Quarter4";"finishing ";"Monday";10;0.75;3.94;1186.417033773862;3780.0;4.82;0.0;0.0;0.0;0.0;21.0;0.3967094786486973;54.47652703516525;910.7696817345268;54.87323651381394;911.1663912131755;0.997792208
329;2/28/15 12:00 AM;"Quarter4";"sweing";"Saturday";9;0.75;18.79;841.0;6240.0;6.35;45.0;0.0;0.0;1.0;52.0;0.6787999373713707;51.21830224834636;872.3570645153691;51.897102185717735;873.0358644527405;0.750395513
330;2/26/15 12:00 AM;"Quarter4";"finishing";"Thursday";14;0.7;3.9;1186.417033773862;960.0;7.42;0.0;0.0;0.0;0.0;8.0;0.6671946503921641;44.14339247343555;876.995782311717;44.81058712382771;877.6629769621092;0.139140625
331;1/13/15 12:00 AM;"Quarter2";"sweing";"Tuesday";2;0.8;28.08;723.0;10530.0;4.83;50.0;0.0;0.0;0.0;58.5;0.7873003327184352;34.3577430930991;849.8403734146423;35.14504342581754;850.6276737473607;0.8
332;2/9/15 12:00 AM;"Quarter2";"sweing";"Monday";9;0.8;29.12;1073.0;6960.0;4.84;50.0;0.0;0.0;0.0;58.0;0.30001179589351523;47.57471332299142;889.1083499345347;47.87472511888494;889.4083617304282;0.7999632179999999
333;3/9/15 12:00 AM;"Quarter2";"sweing";"Monday";1;0.75;26.82;1322.0;7140.0;3.28;65.0;0.0;0.0;0.0;59.0;0.6896394183295008;30.423607102277018;868.7141665638642;31.11324652060652;869.4038059821937;0.8504268909999999
334;1/17/15 12:00 AM;"Quarter3";"finishing ";"Saturday";14;0.8;3.94;1186.417033773862;1800.0;6.73;0.0;0.0;0.0;0.0;10.0;0.2328718998493139;33.7085253698529;826.3951920269527;33.941397269702215;826.628063926802;0.24522727274999997
335;1/31/15 12:00 AM;"Quarter5";"sweing";"Saturday";10;0.8;22.52;1116.0;6720.0;3.88;93.0;0.0;0.0;0.0;56.0;0.8686579489993527;51.193639043655054;899.176292549957;52.06229699265441;900.0449504989564;0.920236905
336;1/28/15 12:00 AM;"Quarter4";"sweing";"Wednesday";6;0.35;18.79;511.0;1800.0;0.96;23.0;0.0;0.0;0.0;332.0;0.18205994197877307;40.91218829209695;917.9840851863612;41.09424823407572;918.16614512834;0.43799533799999996
337;1/13/15 12:00 AM;"Quarter2";"finishing ";"Tuesday";1;0.8;3.94;1186.417033773862;1440.0;4.9;0.0;0.0;0.0;0.0;2.0;0.05165790775685508;47.3807889949041;869.9125789914532;47.432446902660956;869.96423689921;0.951420455
338;1/8/15 12:00 AM;"Quarter2";"finishing ";"Thursday";7;0.8;2.9;1186.417033773862;1440.0;8.32;0.0;0.0;0.0;0.0;8.0;0.5278362362870017;35.66648235116854;897.8417174541895;36.19431858745554;898.3695536904766;0.681060606
339;2/9/15 12:00 AM;"Quarter2";"finishing";"Monday";2;0.8;3.94;1186.417033773862;2160.0;5.57;0.0;0.0;0.0;0.0;18.0;0.9614959803356902;66.57875730276089;887.23852056392;67.54025328309658;888.2000165442557;1.057962963
340;1/17/15 12:00 AM;"Quarter3";"finishing ";"Saturday";9;0.8;3.94;1186.417033773862;1800.0;4.75;0.0;0.0;0.0;0.0;10.0;0.9522307311355866;45.991778922255314;848.1914097850622;46.9440096533909;849.1436405161978;0.82680303
341;1/5/15 12:00 AM;"Quarter1";"sweing";"Monday";8;0.8;25.9;1047.0;6780.0;4.08;38.0;0.0;0.0;0.0;56.5;0.3448848700316065;30.54160517854055;864.8064386048288;30.886490048572156;865.1513234748604;0.8006843659999999
342;2/5/15 12:00 AM;"Quarter1";"sweing";"Thursday";5;0.7;30.1;557.0;6960.0;5.35;0.0;0.0;0.0;0.0;58.0;0.12491764047754406;58.764631143950794;876.2768916395748;58.889548784428335;876.4018092800524;0.562212644
343;2/19/15 12:00 AM;"Quarter3";"sweing";"Thursday";1;0.8;22.52;265.0;3840.0;8.68;63.0;0.0;0.0;0.0;57.0;0.995694767869576;50.89264879744975;906.87496264645;51.888343565319325;907.8706574143196;0.8004705129999999
344;1/1/15 12:00 AM;"Quarter1";"finishing ";"Thursday";2;0.75;3.94;1186.417033773862;960.0;6.3;0.0;0.0;0.0;0.0;8.0;0.4224686967309852;64.54732962493938;927.8648831443252;64.96979832167037;928.2873518410562;0.755166667
345;1/3/15 12:00 AM;"Quarter1";"sweing";"Saturday";9;0.7;28.08;1072.0;6900.0;4.13;40.0;0.0;0.0;0.0;57.5;0.04226755140163363;76.29657811673201;865.7527136388111;76.33884566813364;865.7949811902128;0.699965217
346;1/8/15 12:00 AM;"Quarter2";"sweing";"Thursday";14;0.8;28.08;783.0;10050.0;3.52;63.0;0.0;0.0;0.0;58.5;0.0179094973304319;56.9409034886549;872.1841174405979;56.958812985985325;872.2020269379283;0.20012431149999999
347;1/27/15 12:00 AM;"Quarter4";"finishing ";"Tuesday";13;0.7;4.15;1186.417033773862;1080.0;5.82;0.0;0.0;0.0;0.0;9.0;0.5204323973220777;67.69643650602742;888.8893232956774;68.2168689033495;889.4097556929995;0.999999
348;1/8/15 12:00 AM;"Quarter2";"finishing ";"Thursday";2;0.8;3.94;1186.417033773862;1440.0;4.72;0.0;0.0;0.0;0.0;8.0;0.0963952605243592;32.6927552402006;882.9010637283452;32.78915050072496;882.9974589888695;0.8357575759999999
349;3/1/15 12:00 AM;"Quarter1";"finishing";"Sunday";14;0.7;3.9;1186.417033773862;960.0;10.65;0.0;0.0;0.0;0.0;8.0;0.4839903891680887;53.450729195129256;879.2976632371214;53.93471958429735;879.7816536262894;0.14625
350;1/25/15 12:00 AM;"Quarter4";"finishing ";"Sunday";8;0.8;2.9;1186.417033773862;720.0;5.39;0.0;0.0;0.0;0.0;4.0;0.1803528806892949;38.27223424958778;877.294048578022;38.45258713027708;877.4744014587112;0.329545455
351;1/18/15 12:00 AM;"Quarter3";"finishing ";"Sunday";6;0.8;2.9;1186.417033773862;1800.0;5.05;0.0;0.0;0.0;0.0;10.0;0.09541608133562052;48.548677626755456;892.9377315879597;48.64409370809108;893.0331476692953;0.804848485
352;1/18/15 12:00 AM;"Quarter3";"sweing";"Sunday";4;0.7;22.52;882.0;10170.0;5.14;50.0;0.0;0.0;0.0;56.5;0.12892956667215993;56.53171780320705;918.368442127851;56.660647369879214;918.4973716945232;0.7005416999999999
353;2/28/15 12:00 AM;"Quarter4";"sweing";"Saturday";13;0.8;15.26;1194.0;1700.0;4.13;62.0;0.0;0.0;0.0;34.0;0.7280911356185961;52.70553828947072;969.4046129812506;53.433629425089315;970.1327041168691;0.999999
354;1/22/15 12:00 AM;"Quarter4";"finishing ";"Thursday";5;0.7;4.15;1186.417033773862;9000.0;6.59;0.0;0.0;0.0;0.0;15.0;0.5331733681421867;52.00422094782725;916.4823865762628;52.537394315969436;917.015559944405;0.742901235
355;1/18/15 12:00 AM;"Quarter3";"sweing";"Sunday";11;0.65;14.89;1140.0;10260.0;7.34;44.0;0.0;0.0;0.0;57.0;0.6905568797483201;25.609808886153214;884.2430725993287;26.300365765901535;884.933629479077;0.650299575
356;2/24/15 12:00 AM;"Quarter4";"sweing";"Tuesday";8;0.7;29.4;1079.0;4560.0;2.29;40.0;0.0;0.0;2.0;58.0;0.760199455321157;34.36406736266334;861.2640810803707;35.1242668179845;862.0242805356919;0.7005185190000001
357;1/28/15 12:00 AM;"Quarter4";"sweing";"Wednesday";14;0.8;22.52;1559.0;6840.0;7.3;90.0;0.0;0.0;0.0;57.0;0.05013656323063653;51.84863682378085;886.3581388683483;51.89877338701149;886.4082754315789;0.25005760225
358;2/24/15 12:00 AM;"Quarter4";"sweing";"Tuesday";14;0.7;30.33;408.0;1680.0;6.36;30.0;0.0;0.0;1.0;59.0;0.470482304798549;59.12017213570682;883.1145982373181;59.59065444050537;883.5850805421167;0.17515575
359;3/2/15 12:00 AM;"Quarter1";"finishing";"Monday";10;0.7;2.9;1186.417033773862;3360.0;5.03;0.0;0.0;0.0;0.0;8.0;0.6402348910481158;54.24358750272077;894.210320303631;54.88382239376889;894.850555194679;0.632361111
360;2/3/15 12:00 AM;"Quarter1";"sweing";"Tuesday";3;0.8;22.52;1112.0;6840.0;0.0;100.0;0.0;0.0;0.0;57.0;0.4627142959541328;58.573983477117594;901.5590298265246;59.03669777307173;902.0217441224787;0.950185965
361;3/5/15 12:00 AM;"Quarter1";"sweing";"Thursday";12;0.8;15.26;959.0;4080.0;0.97;50.0;0.0;0.0;0.0;34.0;0.9932313840918918;44.3313472394411;907.9673428663352;45.32457862353299;908.9605742504272;0.8004019609999999
362;2/15/15 12:00 AM;"Quarter3";"finishing";"Sunday";11;0.6;2.9;1186.417033773862;1200.0;3.15;0.0;0.0;0.0;0.0;10.0;0.12056528996739757;55.04841329895758;878.2219258486667;55.16897858892497;878.3424911386342;0.715333333
363;3/5/15 12:00 AM;"Quarter1";"sweing";"Thursday";14;0.6;15.28;529.0;1320.0;0.14;0.0;0.0;0.0;1.0;46.0;0.06689939612614426;43.194062488373085;846.9340020056513;43.26096188449923;847.0009014017775;0.15002478625
364;1/27/15 12:00 AM;"Quarter4";"sweing";"Tuesday";8;0.65;15.09;976.0;240.0;6.38;23.0;0.0;0.0;0.0;52.0;0.019374706486647963;45.308813852826525;906.8129953114139;45.328188559313176;906.8323700179006;0.6503071429999999
365;1/8/15 12:00 AM;"Quarter2";"finishing ";"Thursday";5;0.7;4.15;1186.417033773862;3840.0;2.64;0.0;0.0;0.0;0.0;8.0;0.720220852333264;41.51927107929169;900.6207044780582;42.239491931624954;901.3409253303914;0.8213541670000001
366;1/26/15 12:00 AM;"Quarter4";"finishing ";"Monday";13;0.7;4.08;1186.417033773862;1620.0;0.0;0.0;0.0;0.0;0.0;9.0;0.8228103526331373;46.742132111115524;840.9705676362602;47.56494246374866;841.7933779888933;0.999999
367;2/28/15 12:00 AM;"Quarter4";"finishing";"Saturday";3;0.8;4.6;1186.417033773862;6300.0;6.56;0.0;0.0;0.0;0.0;15.0;0.22961693886504397;36.76310790206082;858.5508780006337;36.99272484092586;858.7804949394988;0.921703704
